# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
98.703,2.128e4,-59.01,0.206,2.328e4,9.77,232.238,12.104,-32.313,394.939,5.713e-4,0.189
99.203,2.118e4,-58.907,0.205,2.328e4,9.77,232.217,12.104,-32.121,396.595,5.732e-4,0.189
99.703,2.109e4,-58.805,0.204,2.328e4,9.77,232.193,12.104,-31.93,398.249,5.751e-4,0.189
100.203,2.099e4,-58.703,0.203,2.328e4,9.77,232.177,12.104,-31.739,399.899,5.771e-4,0.188
100.703,2.089e4,-58.601,0.201,2.328e4,9.77,232.13,12.104,-31.548,401.547,5.79e-4,0.188
101.203,2.08e4,-58.501,0.199,2.328e4,9.77,232.101,12.104,-31.358,403.192,5.809e-4,0.187
101.703,2.07e4,-58.401,0.198,2.328e4,9.77,232.071,12.104,-31.168,404.834,5.828e-4,0.187
102.203,2.061e4,-58.302,0.197,2.328e4,9.77,232.037,12.104,-30.978,406.473,5.847e-4,0.187
102.703,2.051e4,-58.204,0.195,2.328e4,9.771,232.004,12.104,-30.789,408.11,5.866e-4,0.186
103.203,2.042e4,-58.106,0.194,2.328e4,9.771,231.977,12.104,-30.6,409.744,5.885e-4,0.186
103.703,2.032e4,-58.009,0.193,2.328e4,9.771,231.968,12.104,-30.411,411.42,5.905e-4,0.185
104.203,2.023e4,-57.913,0.194,2.328e4,9.771,231.987,12.104,-30.223,413.143,5.925e-4,0.185
104.703,2.013e4,-57.816,0.194,2.328e4,9.771,231.989,12.104,-30.035,414.864,5.945e-4,0.185
105.203,2.004e4,-57.719,0.194,2.328e4,9.771,231.988,12.104,-29.847,416.582,5.965e-4,0.184
105.703,1.994e4,-57.622,0.194,2.328e4,9.771,231.982,12.104,-29.66,418.298,5.985e-4,0.184
106.203,1.985e4,-57.525,0.193,2.328e4,9.771,231.972,12.104,-29.473,420.01,6.005e-4,0.184
106.703,1.975e4,-57.428,0.193,2.328e4,9.771,231.964,12.104,-29.286,421.719,6.024e-4,0.183
107.203,1.966e4,-57.332,0.192,2.328e4,9.771,231.947,12.104,-29.099,423.426,6.044e-4,0.183
107.703,1.956e4,-57.236,0.191,2.328e4,9.771,231.925,12.104,-28.913,425.13,6.064e-4,0.182
108.203,1.947e4,-57.141,0.189,2.328e4,9.772,231.895,12.104,-28.727,426.83,6.083e-4,0.182
108.703,1.938e4,-57.046,0.188,2.328e4,9.772,231.872,12.104,-28.542,428.528,6.103e-4,0.182
109.203,1.928e4,-56.952,0.187,2.328e4,9.772,231.848,12.104,-28.356,430.224,6.123e-4,0.181
109.703,1.919e4,-56.859,0.186,2.328e4,9.772,231.829,12.104,-28.171,431.916,6.142e-4,0.181
110.203,1.91e4,-56.766,0.184,2.328e4,9.772,231.786,12.104,-27.987,433.606,6.161e-4,0.181
110.703,1.9e4,-56.673,0.183,2.328e4,9.772,231.759,12.104,-27.802,435.293,6.181e-4,0.18
111.203,1.891e4,-56.582,0.182,2.328e4,9.772,231.733,12.104,-27.618,436.977,6.2e-4,0.18
111.703,1.882e4,-56.491,0.181,2.328e4,9.772,231.705,12.104,-27.435,438.658,6.219e-4,0.18
112.203,1.873e4,-56.401,0.179,2.328e4,9.772,231.675,12.104,-27.251,440.337,6.238e-4,0.179
112.703,1.863e4,-56.311,0.18,2.328e4,9.772,231.694,12.104,-27.068,442.109,6.259e-4,0.179
113.203,1.854e4,-56.221,0.18,2.328e4,9.772,231.705,12.104,-26.885,443.88,6.279e-4,0.178
113.703,1.845e4,-56.131,0.181,2.328e4,9.772,231.71,12.104,-26.703,445.647,6.299e-4,0.178
114.203,1.836e4,-56.04,0.18,2.328e4,9.773,231.709,12.104,-26.52,447.412,6.32e-4,0.178
114.703,1.827e4,-55.95,0.18,2.328e4,9.773,231.723,12.104,-26.338,449.173,6.34e-4,0.177
115.203,1.817e4,-55.86,0.18,2.328e4,9.773,231.695,12.104,-26.157,450.932,6.36e-4,0.177
115.703,1.808e4,-55.77,0.179,2.328e4,9.773,231.674,12.104,-25.975,452.688,6.38e-4,0.177
116.203,1.799e4,-55.681,0.178,2.328e4,9.773,231.658,12.104,-25.794,454.441,6.4e-4,0.176
116.703,1.79e4,-55.592,0.177,2.328e4,9.773,231.64,12.104,-25.613,456.192,6.42e-4,0.176
117.203,1.781e4,-55.503,0.176,2.328e4,9.773,231.619,12.104,-25.433,457.939,6.44e-4,0.176
117.703,1.772e4,-55.415,0.175,2.328e4,9.773,231.617,12.104,-25.253,459.684,6.46e-4,0.175
118.203,1.763e4,-55.328,0.174,2.328e4,9.773,231.594,12.104,-25.073,461.426,6.48e-4,0.175
118.703,1.754e4,-55.241,0.173,2.328e4,9.773,231.542,12.104,-24.893,463.166,6.499e-4,0.175
119.203,1.745e4,-55.154,0.171,2.328e4,9.773,231.519,12.104,-24.714,464.902,6.519e-4,0.174
119.703,1.735e4,-55.069,0.17,2.328e4,9.774,231.499,12.104,-24.534,466.636,6.539e-4,0.174
120.203,1.726e4,-54.983,0.169,2.328e4,9.774,231.469,12.104,-24.356,468.367,6.558e-4,0.174
120.703,1.717e4,-54.899,0.168,2.328e4,9.774,231.442,12.104,-24.177,470.096,6.578e-4,0.173
121.203,1.708e4,-54.815,0.167,2.328e4,9.774,231.416,12.104,-23.999,471.823,6.597e-4,0.173
121.703,1.699e4,-54.732,0.168,2.328e4,9.774,231.443,12.104,-23.821,473.644,6.618e-4,0.173
122.203,1.69e4,-54.648,0.168,2.328e4,9.774,231.462,12.104,-23.643,475.463,6.639e-4,0.172
122.703,1.682e4,-54.564,0.168,2.328e4,9.774,231.456,12.104,-23.466,477.279,6.659e-4,0.172
123.203,1.673e4,-54.48,0.168,2.328e4,9.774,231.455,12.104,-23.288,479.092,6.68e-4,0.172
123.703,1.664e4,-54.396,0.168,2.328e4,9.774,231.455,12.104,-23.111,480.903,6.7e-4,0.171
124.203,1.655e4,-54.312,0.167,2.328e4,9.774,231.442,12.104,-22.935,482.711,6.721e-4,0.171
124.703,1.646e4,-54.228,0.167,2.328e4,9.774,231.429,12.104,-22.758,484.516,6.741e-4,0.171
125.203,1.637e4,-54.145,0.166,2.328e4,9.774,231.413,12.104,-22.582,486.318,6.761e-4,0.17
125.703,1.628e4,-54.062,0.165,2.328e4,9.775,231.401,12.104,-22.406,488.117,6.782e-4,0.17
126.203,1.619e4,-53.979,0.164,2.328e4,9.775,231.383,12.104,-22.231,489.914,6.802e-4,0.17
126.703,1.61e4,-53.897,0.163,2.328e4,9.775,231.356,12.104,-22.056,491.707,6.822e-4,0.17
127.203,1.602e4,-53.816,0.162,2.328e4,9.775,231.337,12.104,-21.881,493.499,6.842e-4,0.169
127.703,1.593e4,-53.735,0.161,2.328e4,9.775,231.313,12.104,-21.706,495.287,6.862e-4,0.169
128.203,1.584e4,-53.654,0.16,2.328e4,9.775,231.293,12.104,-21.531,497.073,6.882e-4,0.169
128.703,1.575e4,-53.574,0.159,2.328e4,9.775,231.276,12.104,-21.357,498.856,6.902e-4,0.168
129.203,1.566e4,-53.494,0.158,2.328e4,9.775,231.244,12.104,-21.183,500.636,6.922e-4,0.168
129.703,1.558e4,-53.415,0.157,2.328e4,9.775,231.221,12.104,-21.009,502.414,6.942e-4,0.168
130.203,1.549e4,-53.337,0.156,2.328e4,9.775,231.198,12.104,-20.836,504.189,6.961e-4,0.167
130.703,1.54e4,-53.259,0.156,2.328e4,9.775,231.215,12.104,-20.663,506.012,6.982e-4,0.167
131.203,1.531e4,-53.181,0.156,2.328e4,9.775,231.221,12.104,-20.49,507.882,7.003e-4,0.167
131.703,1.523e4,-53.103,0.157,2.328e4,9.775,231.228,12.104,-20.317,509.749,7.024e-4,0.166
132.203,1.514e4,-53.024,0.157,2.328e4,9.776,231.239,12.104,-20.145,511.613,7.044e-4,0.166
132.703,1.505e4,-52.946,0.157,2.328e4,9.776,231.225,12.104,-19.972,513.474,7.065e-4,0.166
133.203,1.497e4,-52.868,0.156,2.328e4,9.776,231.221,12.104,-19.8,515.333,7.086e-4,0.166
133.703,1.488e4,-52.789,0.156,2.328e4,9.776,231.214,12.104,-19.629,517.189,7.107e-4,0.165
134.203,1.479e4,-52.711,0.155,2.328e4,9.776,231.203,12.104,-19.457,519.042,7.127e-4,0.165
134.703,1.471e4,-52.634,0.155,2.328e4,9.776,231.19,12.104,-19.286,520.893,7.148e-4,0.165
135.203,1.462e4,-52.557,0.154,2.328e4,9.776,231.169,12.104,-19.115,522.74,7.169e-4,0.164
135.703,1.453e4,-52.48,0.153,2.328e4,9.776,231.16,12.104,-18.944,524.585,7.189e-4,0.164
136.203,1.445e4,-52.403,0.152,2.328e4,9.776,231.13,12.104,-18.774,526.428,7.209e-4,0.164
136.703,1.436e4,-52.327,0.151,2.328e4,9.776,231.113,12.104,-18.604,528.267,7.23e-4,0.164
137.203,1.428e4,-52.252,0.15,2.328e4,9.776,231.092,12.104,-18.434,530.104,7.25e-4,0.163
137.703,1.419e4,-52.177,0.149,2.328e4,9.776,231.072,12.104,-18.264,531.939,7.27e-4,0.163
138.203,1.41e4,-52.102,0.148,2.328e4,9.777,231.056,12.104,-18.095,533.77,7.291e-4,0.163
138.703,1.402e4,-52.028,0.147,2.328e4,9.777,231.036,12.104,-17.926,535.599,7.311e-4,0.162
139.203,1.393e4,-51.954,0.146,2.328e4,9.777,231.011,12.104,-17.757,537.426,7.331e-4,0.162
139.703,1.385e4,-51.881,0.145,2.328e4,9.777,230.99,12.104,-17.588,539.25,7.351e-4,0.162
140.203,1.376e4,-51.809,0.145,2.328e4,9.777,230.99,12.104,-17.419,541.12,7.371e-4,0.162
140.703,1.368e4,-51.736,0.146,2.328e4,9.777,231.007,12.104,-17.251,543.04,7.393e-4,0.161
141.203,1.359e4,-51.663,0.146,2.328e4,9.777,231.022,12.104,-17.083,544.957,7.414e-4,0.161
141.703,1.351e4,-51.59,0.147,2.328e4,9.777,231.04,12.104,-16.915,546.871,7.435e-4,0.161
142.203,1.342e4,-51.516,0.146,2.328e4,9.777,231.03,12.104,-16.748,548.783,7.456e-4,0.16
142.703,1.334e4,-51.443,0.146,2.328e4,9.777,231.024,12.104,-16.58,550.692,7.477e-4,0.16
143.203,1.326e4,-51.37,0.146,2.328e4,9.777,231.011,12.104,-16.413,552.599,7.498e-4,0.16
143.703,1.317e4,-51.297,0.145,2.328e4,9.777,231.001,12.104,-16.246,554.502,7.519e-4,0.16
144.203,1.309e4,-51.225,0.144,2.328e4,9.777,230.983,12.104,-16.08,556.403,7.54e-4,0.159
144.703,1.3e4,-51.153,0.144,2.328e4,9.778,230.968,12.104,-15.914,558.302,7.561e-4,0.159
145.203,1.292e4,-51.081,0.143,2.328e4,9.778,230.955,12.104,-15.747,560.197,7.582e-4,0.159
145.703,1.284e4,-51.009,0.142,2.328e4,9.778,230.936,12.104,-15.581,562.09,7.602e-4,0.158
146.203,1.275e4,-50.938,0.142,2.328e4,9.778,230.93,12.104,-15.416,563.981,7.623e-4,0.158
146.703,1.267e4,-50.868,0.14,2.328e4,9.778,230.901,12.104,-15.25,565.868,7.644e-4,0.158
147.203,1.259e4,-50.797,0.14,2.328e4,9.778,230.883,12.104,-15.085,567.753,7.664e-4,0.158
147.703,1.25e4,-50.728,0.139,2.328e4,9.778,230.865,12.104,-14.92,569.636,7.685e-4,0.157
148.203,1.242e4,-50.658,0.138,2.328e4,9.778,230.847,12.104,-14.755,571.516,7.705e-4,0.157
148.703,1.234e4,-50.589,0.137,2.328e4,9.778,230.831,12.104,-14.591,573.393,7.726e-4,0.157
149.203,1.225e4,-50.521,0.136,2.328e4,9.778,230.812,12.104,-14.427,575.268,7.746e-4,0.157
149.703,1.217e4,-50.453,0.135,2.328e4,9.778,230.797,12.104,-14.263,577.14,7.766e-4,0.156
150.203,1.209e4,-50.385,0.136,2.328e4,9.778,230.812,12.104,-14.099,579.105,7.788e-4,0.156
150.703,1.2e4,-50.317,0.136,2.328e4,9.779,230.824,12.104,-13.935,581.074,7.809e-4,0.156
151.203,1.192e4,-50.249,0.137,2.328e4,9.779,230.832,12.104,-13.772,583.041,7.831e-4,0.156
151.703,1.184e4,-50.18,0.137,2.328e4,9.779,230.846,12.104,-13.608,585.006,7.852e-4,0.155
152.203,1.176e4,-50.112,0.137,2.328e4,9.779,230.831,12.104,-13.445,586.967,7.874e-4,0.155
152.703,1.168e4,-50.044,0.136,2.328e4,9.779,230.836,12.104,-13.283,588.926,7.895e-4,0.155
153.203,1.159e4,-49.975,0.136,2.328e4,9.779,230.826,12.104,-13.12,590.883,7.916e-4,0.155
153.703,1.151e4,-49.907,0.135,2.328e4,9.779,230.807,12.104,-12.958,592.836,7.937e-4,0.154
154.203,1.143e4,-49.84,0.135,2.328e4,9.779,230.797,12.104,-12.796,594.787,7.959e-4,0.154
154.703,1.135e4,-49.772,0.134,2.328e4,9.779,230.785,12.104,-12.634,596.736,7.98e-4,0.154
155.203,1.127e4,-49.705,0.133,2.328e4,9.779,230.769,12.104,-12.472,598.681,8.001e-4,0.154
155.703,1.118e4,-49.639,0.133,2.328e4,9.779,230.762,12.104,-12.311,600.625,8.022e-4,0.153
156.203,1.11e4,-49.572,0.132,2.328e4,9.779,230.743,12.104,-12.15,602.565,8.043e-4,0.153
156.703,1.102e4,-49.506,0.131,2.328e4,9.779,230.721,12.104,-11.989,604.503,8.064e-4,0.153
157.203,1.094e4,-49.441,0.13,2.328e4,9.78,230.706,12.104,-11.828,606.438,8.084e-4,0.153
157.703,1.086e4,-49.375,0.13,2.328e4,9.78,230.688,12.104,-11.667,608.371,8.105e-4,0.152
158.203,1.078e4,-49.311,0.129,2.328e4,9.78,230.678,12.104,-11.507,610.301,8.126e-4,0.152
158.703,1.07e4,-49.246,0.128,2.328e4,9.78,230.655,12.104,-11.347,612.229,8.147e-4,0.152
159.203,1.062e4,-49.182,0.127,2.328e4,9.78,230.639,12.104,-11.187,614.154,8.167e-4,0.152
159.703,1.054e4,-49.119,0.127,2.328e4,9.78,230.63,12.104,-11.027,616.077,8.188e-4,0.151
160.203,1.046e4,-49.055,0.127,2.328e4,9.78,230.643,12.104,-10.867,618.084,8.209e-4,0.151
160.703,1.038e4,-48.992,0.128,2.328e4,9.78,230.652,12.104,-10.708,620.105,8.231e-4,0.151
161.203,1.03e4,-48.928,0.128,2.328e4,9.78,230.663,12.104,-10.549,622.124,8.253e-4,0.151
161.703,1.022e4,-48.864,0.128,2.328e4,9.78,230.664,12.104,-10.39,624.141,8.275e-4,0.15
162.203,1.014e4,-48.8,0.128,2.328e4,9.78,230.666,12.104,-10.231,626.155,8.297e-4,0.15
162.703,1.006e4,-48.736,0.128,2.328e4,9.78,230.659,12.104,-10.073,628.166,8.318e-4,0.15
163.203,9975.528,-48.672,0.127,2.328e4,9.78,230.665,12.104,-9.915,630.174,8.34e-4,0.15
163.703,9895.737,-48.609,0.127,2.328e4,9.78,230.648,12.104,-9.757,632.18,8.361e-4,0.149
164.203,9816.051,-48.545,0.126,2.328e4,9.781,230.632,12.104,-9.599,634.183,8.383e-4,0.149
164.703,9736.468,-48.482,0.126,2.328e4,9.781,230.627,12.104,-9.441,636.184,8.404e-4,0.149
165.203,9656.989,-48.419,0.125,2.328e4,9.781,230.609,12.104,-9.284,638.182,8.426e-4,0.149
165.703,9577.612,-48.357,0.124,2.328e4,9.781,230.595,12.104,-9.126,640.177,8.447e-4,0.148
166.203,9498.338,-48.295,0.124,2.328e4,9.781,230.584,12.104,-8.969,642.17,8.468e-4,0.148
166.703,9419.165,-48.233,0.123,2.328e4,9.781,230.569,12.104,-8.812,644.161,8.489e-4,0.148
167.203,9340.094,-48.171,0.122,2.328e4,9.781,230.553,12.104,-8.656,646.148,8.51e-4,0.148
167.703,9261.123,-48.11,0.122,2.328e4,9.781,230.541,12.104,-8.499,648.134,8.532e-4,0.148
168.203,9182.252,-48.049,0.121,2.328e4,9.781,230.537,12.104,-8.343,650.116,8.553e-4,0.147
168.703,9103.481,-47.989,0.12,2.328e4,9.781,230.511,12.104,-8.187,652.097,8.574e-4,0.147
169.203,9024.809,-47.928,0.119,2.328e4,9.781,230.493,12.104,-8.031,654.074,8.595e-4,0.147
169.703,8946.235,-47.869,0.119,2.328e4,9.781,230.48,12.104,-7.875,656.05,8.615e-4,0.147
170.203,8867.759,-47.809,0.118,2.328e4,9.781,230.469,12.104,-7.72,658.043,8.637e-4,0.146
170.703,8789.38,-47.75,0.119,2.328e4,9.782,230.49,12.104,-7.565,660.119,8.659e-4,0.146
171.203,8711.099,-47.691,0.12,2.328e4,9.782,230.51,12.104,-7.41,662.192,8.681e-4,0.146
171.703,8632.915,-47.631,0.12,2.328e4,9.782,230.509,12.104,-7.255,664.262,8.703e-4,0.146
172.203,8554.829,-47.571,0.12,2.328e4,9.782,230.513,12.104,-7.1,666.33,8.725e-4,0.145
172.703,8476.842,-47.511,0.12,2.328e4,9.782,230.509,12.104,-6.945,668.396,8.747e-4,0.145
173.203,8398.953,-47.451,0.119,2.328e4,9.782,230.51,12.104,-6.791,670.459,8.769e-4,0.145
173.703,8321.162,-47.392,0.119,2.328e4,9.782,230.498,12.104,-6.637,672.519,8.791e-4,0.145
174.203,8243.468,-47.332,0.119,2.328e4,9.782,230.493,12.104,-6.483,674.576,8.813e-4,0.145
174.703,8165.873,-47.273,0.118,2.328e4,9.782,230.48,12.104,-6.329,676.631,8.834e-4,0.144
175.203,8088.374,-47.214,0.118,2.328e4,9.782,230.475,12.104,-6.176,678.684,8.856e-4,0.144
175.703,8010.972,-47.155,0.117,2.328e4,9.782,230.46,12.104,-6.022,680.734,8.878e-4,0.144
176.203,7933.666,-47.096,0.116,2.328e4,9.782,230.444,12.104,-5.869,682.781,8.899e-4,0.144
176.703,7856.456,-47.038,0.116,2.328e4,9.782,230.432,12.104,-5.716,684.826,8.921e-4,0.143
177.203,7779.341,-46.98,0.115,2.328e4,9.782,230.419,12.104,-5.564,686.868,8.942e-4,0.143
177.703,7702.321,-46.923,0.115,2.328e4,9.783,230.41,12.104,-5.411,688.908,8.964e-4,0.143
178.203,7625.395,-46.865,0.114,2.328e4,9.783,230.392,12.104,-5.259,690.945,8.985e-4,0.143
178.703,7548.563,-46.808,0.113,2.328e4,9.783,230.379,12.104,-5.106,692.98,9.006e-4,0.143
179.203,7471.824,-46.752,0.113,2.328e4,9.783,230.365,12.104,-4.954,695.013,9.028e-4,0.142
179.703,7395.177,-46.696,0.112,2.328e4,9.783,230.355,12.104,-4.802,697.042,9.049e-4,0.142
180.203,7318.623,-46.64,0.111,2.328e4,9.783,230.343,12.104,-4.651,699.07,9.07e-4,0.142
180.703,7242.16,-46.584,0.111,2.328e4,9.783,230.325,12.104,-4.499,701.095,9.091e-4,0.142
181.203,7165.788,-46.529,0.111,2.328e4,9.783,230.347,12.104,-4.348,703.225,9.114e-4,0.142
181.703,7089.507,-46.473,0.112,2.328e4,9.783,230.362,12.104,-4.197,705.352,9.136e-4,0.141
182.203,7013.318,-46.417,0.112,2.328e4,9.783,230.369,12.104,-4.046,707.476,9.159e-4,0.141
182.703,6937.221,-46.361,0.112,2.328e4,9.783,230.373,12.104,-3.895,709.598,9.181e-4,0.141
183.203,6861.215,-46.305,0.112,2.328e4,9.783,230.371,12.104,-3.745,711.717,9.203e-4,0.141
183.703,6785.302,-46.249,0.112,2.328e4,9.783,230.368,12.104,-3.594,713.834,9.225e-4,0.141
184.203,6709.481,-46.193,0.112,2.328e4,9.783,230.372,12.104,-3.444,715.948,9.248e-4,0.14
184.703,6633.752,-46.137,0.111,2.328e4,9.784,230.355,12.104,-3.294,718.06,9.27e-4,0.14
185.203,6558.114,-46.081,0.111,2.328e4,9.784,230.349,12.104,-3.144,720.169,9.292e-4,0.14
185.703,6482.568,-46.025,0.11,2.328e4,9.784,230.337,12.104,-2.994,722.275,9.314e-4,0.14
186.203,6407.112,-45.97,0.11,2.328e4,9.784,230.326,12.104,-2.845,724.379,9.336e-4,0.139
186.703,6331.746,-45.915,0.109,2.328e4,9.784,230.317,12.104,-2.696,726.481,9.358e-4,0.139
187.203,6256.471,-45.861,0.109,2.328e4,9.784,230.307,12.104,-2.546,728.579,9.38e-4,0.139
187.703,6181.285,-45.806,0.108,2.328e4,9.784,230.293,12.104,-2.397,730.676,9.401e-4,0.139
188.203,6106.188,-45.752,0.108,2.328e4,9.784,230.281,12.104,-2.249,732.77,9.423e-4,0.139
188.703,6031.179,-45.698,0.107,2.328e4,9.784,230.273,12.104,-2.1,734.861,9.445e-4,0.138
189.203,5956.258,-45.645,0.106,2.328e4,9.784,230.256,12.104,-1.952,736.95,9.466e-4,0.138
189.703,5881.425,-45.592,0.106,2.328e4,9.784,230.255,12.104,-1.803,739.037,9.488e-4,0.138
190.203,5806.68,-45.539,0.106,2.328e4,9.784,230.249,12.104,-1.655,741.121,9.51e-4,0.138
190.703,5732.021,-45.486,0.105,2.328e4,9.784,230.221,12.104,-1.507,743.203,9.531e-4,0.138
191.203,5657.448,-45.433,0.104,2.328e4,9.784,230.211,12.104,-1.36,745.282,9.553e-4,0.137
191.703,5582.961,-45.381,0.104,2.328e4,9.785,230.205,12.104,-1.212,747.387,9.574e-4,0.137
192.203,5508.559,-45.329,0.105,2.328e4,9.785,230.225,12.104,-1.065,749.57,9.597e-4,0.137
192.703,5434.242,-45.277,0.105,2.328e4,9.785,230.234,12.104,-0.917,751.75,9.62e-4,0.137
193.203,5360.012,-45.225,0.105,2.328e4,9.785,230.247,12.104,-0.77,753.928,9.643e-4,0.137
193.703,5285.868,-45.172,0.105,2.328e4,9.785,230.245,12.104,-0.623,756.103,9.665e-4,0.137
194.203,5211.81,-45.119,0.105,2.328e4,9.785,230.246,12.104,-0.477,758.276,9.688e-4,0.136
194.703,5137.838,-45.067,0.105,2.328e4,9.785,230.248,12.104,-0.33,760.446,9.71e-4,0.136
195.203,5063.953,-45.014,0.105,2.328e4,9.785,230.243,12.104,-0.184,762.613,9.733e-4,0.136
195.703,4990.154,-44.962,0.104,2.328e4,9.785,230.229,12.104,-0.038,764.779,9.755e-4,0.136
196.203,4916.441,-44.909,0.104,2.328e4,9.785,230.222,12.104,0.108,766.941,9.777e-4,0.136
196.703,4842.813,-44.858,0.103,2.328e4,9.785,230.211,12.104,0.254,769.101,9.8e-4,0.135
197.203,4769.27,-44.806,0.103,2.328e4,9.785,230.207,12.104,0.4,771.259,9.822e-4,0.135
197.703,4695.812,-44.754,0.103,2.328e4,9.785,230.196,12.104,0.546,773.414,9.844e-4,0.135
198.203,4622.439,-44.703,0.102,2.328e4,9.785,230.182,12.104,0.691,775.567,9.866e-4,0.135
198.703,4549.149,-44.652,0.102,2.328e4,9.785,230.173,12.104,0.836,777.717,9.889e-4,0.135
199.203,4475.943,-44.601,0.101,2.328e4,9.786,230.163,12.104,0.981,779.865,9.911e-4,0.134
199.703,4402.819,-44.551,0.1,2.328e4,9.786,230.152,12.104,1.126,782.01,9.933e-4,0.134
200.203,4329.779,-44.5,0.1,2.328e4,9.786,230.141,12.104,1.271,784.153,9.955e-4,0.134
200.703,4256.82,-44.45,0.099,2.328e4,9.786,230.131,12.104,1.415,786.293,9.976e-4,0.134
201.203,4183.944,-44.401,0.099,2.328e4,9.786,230.117,12.104,1.56,788.431,9.998e-4,0.134
201.703,4111.148,-44.351,0.098,2.328e4,9.786,230.108,12.104,1.704,790.567,0.001,0.133
202.203,4038.434,-44.302,0.098,2.328e4,9.786,230.098,12.104,1.848,792.7,0.001,0.133
202.703,3965.799,-44.253,0.097,2.328e4,9.786,230.09,12.104,1.992,794.831,0.001,0.133
203.203,3893.245,-44.205,0.098,2.328e4,9.786,230.109,12.104,2.136,797.063,0.001,0.133
203.703,3820.771,-44.156,0.098,2.328e4,9.786,230.118,12.104,2.279,799.299,0.001,0.133
204.203,3748.378,-44.106,0.099,2.328e4,9.786,230.131,12.104,2.423,801.533,0.001,0.133
204.703,3676.065,-44.057,0.099,2.328e4,9.786,230.132,12.104,2.566,803.763,0.001,0.132
205.203,3603.834,-44.008,0.099,2.328e4,9.786,230.131,12.104,2.709,805.992,0.001,0.132
205.703,3531.684,-43.958,0.099,2.328e4,9.786,230.129,12.104,2.852,808.218,0.001,0.132
206.203,3459.614,-43.909,0.099,2.328e4,9.787,230.13,12.104,2.995,810.441,0.001,0.132
206.703,3387.626,-43.859,0.098,2.328e4,9.787,230.122,12.104,3.137,812.662,0.001,0.132
207.203,3315.718,-43.81,0.098,2.328e4,9.787,230.115,12.104,3.28,814.88,0.001,0.131
207.703,3243.891,-43.761,0.097,2.328e4,9.787,230.107,12.104,3.422,817.096,0.001,0.131
208.203,3172.144,-43.713,0.097,2.328e4,9.787,230.097,12.104,3.564,819.31,0.001,0.131
208.703,3100.476,-43.664,0.097,2.328e4,9.787,230.091,12.104,3.706,821.521,0.001,0.131
209.203,3028.888,-43.616,0.096,2.328e4,9.787,230.089,12.104,3.848,823.729,0.001,0.131
209.703,2957.379,-43.568,0.096,2.328e4,9.787,230.084,12.104,3.99,825.935,0.001,0.131
210.203,2885.949,-43.52,0.095,2.328e4,9.787,230.062,12.104,4.131,828.139,0.001,0.13
210.703,2814.597,-43.472,0.095,2.328e4,9.787,230.048,12.104,4.273,830.34,0.001,0.13
211.203,2743.323,-43.425,0.094,2.328e4,9.787,230.042,12.104,4.414,832.539,0.001,0.13
211.703,2672.126,-43.378,0.094,2.328e4,9.787,230.029,12.104,4.555,834.736,0.001,0.13
212.203,2601.007,-43.331,0.093,2.328e4,9.787,230.02,12.104,4.696,836.93,0.001,0.13
212.703,2529.964,-43.285,0.093,2.328e4,9.787,230.011,12.104,4.837,839.121,0.001,0.13
213.203,2458.997,-43.238,0.092,2.328e4,9.787,230.001,12.104,4.977,841.311,0.001,0.129
213.703,2388.105,-43.192,0.092,2.328e4,9.788,229.996,12.104,5.118,843.498,0.001,0.129
214.203,2317.29,-43.146,0.092,2.328e4,9.788,230.005,12.104,5.258,845.689,0.001,0.129
214.703,2246.549,-43.1,0.092,2.328e4,9.788,230,12.104,5.398,847.982,0.001,0.129
215.203,2175.884,-43.054,0.093,2.328e4,9.788,230.014,12.104,5.538,850.273,0.001,0.129
215.703,2105.295,-43.008,0.093,2.328e4,9.788,230.022,12.104,5.678,852.562,0.001,0.128
216.203,2034.781,-42.962,0.093,2.328e4,9.788,230.03,12.104,5.818,854.848,0.001,0.128
216.703,1964.344,-42.915,0.093,2.328e4,9.788,230.045,12.104,5.957,857.132,0.001,0.128
217.203,1893.983,-42.869,0.093,2.328e4,9.788,230.024,12.104,6.097,859.413,0.001,0.128
217.703,1823.698,-42.822,0.092,2.328e4,9.788,230.021,12.104,6.236,861.692,0.001,0.128
218.203,1753.49,-42.776,0.092,2.328e4,9.788,230.023,12.104,6.375,863.968,0.001,0.128
218.703,1683.357,-42.73,0.092,2.328e4,9.788,230.022,12.104,6.514,866.242,0.001,0.127
219.203,1613.299,-42.684,0.091,2.328e4,9.788,230.003,12.104,6.653,868.513,0.001,0.127
219.703,1543.317,-42.638,0.091,2.328e4,9.788,230.001,12.104,6.791,870.782,0.001,0.127
220.203,1473.41,-42.593,0.091,2.328e4,9.788,230.008,12.104,6.93,873.049,0.001,0.127
220.703,1403.578,-42.547,0.09,2.328e4,9.788,229.99,12.104,7.068,875.313,0.001,0.127
221.203,1333.82,-42.502,0.09,2.328e4,9.788,229.977,12.104,7.206,877.575,0.001,0.127
221.703,1264.136,-42.457,0.089,2.328e4,9.789,229.967,12.104,7.344,879.834,0.001,0.126
222.203,1194.526,-42.412,0.089,2.328e4,9.789,229.957,12.104,7.482,882.091,0.001,0.126
