# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Gravitational acceleration (m/s²),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Mach number (​)
235.936,366.798,-7.028,0.002,2.328e4,9.795,228.094,419.87,10.172,927.489,0.001,0.021
236.294,358.529,-7.027,0.004,2.328e4,9.795,228.162,419.87,10.189,927.77,0.001,0.021
236.653,350.263,-7.025,0.002,2.328e4,9.795,228.118,419.87,10.205,928.052,0.001,0.021
237.011,341.998,-7.025,0.001,2.328e4,9.795,228.078,419.87,10.221,928.333,0.001,0.021
237.37,333.735,-7.024,0.004,2.328e4,9.795,228.196,419.87,10.238,928.615,0.001,0.021
237.728,325.474,-7.023,0.004,2.328e4,9.795,228.222,419.87,10.254,928.896,0.001,0.021
238.087,317.216,-7.021,0.002,2.328e4,9.795,228.171,419.87,10.27,929.177,0.001,0.021
238.445,308.959,-7.021,-1.62e-4,2.328e4,9.795,228.06,419.87,10.287,929.458,0.001,0.021
238.804,300.704,-7.021,0.001,2.328e4,9.795,228.073,419.87,10.303,929.739,0.001,0.021
239.162,292.451,-7.02,0.012,2.328e4,9.795,228.53,419.87,10.32,930.02,0.001,0.021
239.52,284.202,-7.016,-0.003,2.328e4,9.795,228.086,419.87,10.336,930.301,0.001,0.021
239.879,275.952,-7.017,0.005,2.328e4,9.795,228.3,419.87,10.352,930.582,0.001,0.021
240.237,267.706,-7.015,-0.001,2.328e4,9.795,228.076,419.87,10.369,930.863,0.001,0.021
240.595,259.46,-7.016,0.001,2.328e4,9.795,228.098,419.87,10.385,931.144,0.001,0.021
240.953,251.217,-7.015,0.004,2.328e4,9.795,228.216,419.87,10.401,931.425,0.001,0.021
241.311,242.977,-7.014,-4.151e-4,2.328e4,9.795,228.044,419.87,10.418,931.705,0.001,0.021
241.669,234.738,-7.014,0.011,2.328e4,9.795,228.499,419.87,10.434,931.986,0.001,0.021
242.027,226.503,-7.01,-0.006,2.328e4,9.795,227.933,419.87,10.45,932.266,0.001,0.021
242.386,218.267,-7.012,0.004,2.328e4,9.795,228.211,419.87,10.466,932.547,0.001,0.021
242.743,210.035,-7.011,4.523e-4,2.328e4,9.795,228.076,419.87,10.483,932.827,0.001,0.021
243.101,201.804,-7.01,0.016,2.328e4,9.796,228.752,419.87,10.499,933.107,0.001,0.021
243.459,193.578,-7.005,-0.01,2.328e4,9.796,227.844,419.87,10.515,933.387,0.001,0.021
243.817,185.348,-7.008,6.824e-4,2.328e4,9.796,228.061,419.87,10.532,933.668,0.001,0.021
244.175,177.123,-7.008,0.016,2.328e4,9.796,228.739,419.87,10.548,933.948,0.001,0.021
244.532,168.904,-7.002,-0.003,2.328e4,9.796,228.158,419.87,10.564,934.228,0.001,0.021
244.89,160.682,-7.004,-7.404e-4,2.328e4,9.796,228.144,419.87,10.581,934.508,0.001,0.021
245.248,152.463,-7.004,-0.002,2.328e4,9.796,227.993,419.87,10.597,934.788,0.001,0.021
245.606,144.245,-7.005,0.003,2.328e4,9.796,228.129,419.87,10.613,935.067,0.001,0.021
245.963,136.03,-7.004,0.002,2.328e4,9.796,228.107,419.87,10.629,935.347,0.001,0.021
246.32,127.818,-7.003,0.002,2.328e4,9.796,228.091,419.87,10.646,935.627,0.001,0.021
246.678,119.607,-7.002,0.002,2.328e4,9.796,228.099,419.87,10.662,935.906,0.001,0.021
247.035,111.398,-7.001,0.017,2.328e4,9.796,228.78,419.87,10.678,936.186,0.001,0.021
247.393,103.194,-6.995,-0.012,2.328e4,9.796,227.789,419.87,10.694,936.465,0.001,0.021
247.75,94.987,-6.999,0.002,2.328e4,9.796,228.088,419.87,10.711,936.745,0.001,0.021
248.107,86.784,-6.999,0.003,2.328e4,9.796,228.109,419.87,10.727,937.024,0.001,0.021
248.464,78.583,-6.998,0.005,2.328e4,9.796,228.249,419.87,10.743,937.303,0.001,0.021
248.822,70.385,-6.996,5.247e-4,2.328e4,9.796,228.093,419.87,10.759,937.583,0.001,0.021
249.179,62.187,-6.996,0.001,2.328e4,9.796,228.095,419.87,10.776,937.862,0.001,0.021
249.536,53.992,-6.995,0.044,2.328e4,9.796,230.078,419.87,10.792,938.141,0.001,0.021
249.893,45.808,-6.979,-0.032,2.328e4,9.796,227.483,419.87,10.808,938.42,0.001,0.021
250.251,37.61,-6.991,-0.004,2.328e4,9.796,227.996,419.87,10.824,938.699,0.001,0.021
250.608,29.42,-6.992,8.281e-4,2.328e4,9.796,228.071,419.87,10.841,938.978,0.001,0.021
250.964,21.232,-6.992,0.004,2.328e4,9.796,228.195,419.87,10.857,939.256,0.001,0.021
251.321,13.048,-6.991,0.004,2.328e4,9.796,228.215,419.87,10.873,939.535,0.001,0.021
251.678,4.865,-6.989,-0.001,2.328e4,9.796,228.021,419.87,10.889,939.814,0.001,0.021
251.89,0,-6.989,0.009,2.328e4,9.796,228.444,419.87,10.899,939.98,0.001,0.021
